entity e1,entity e2,ddi,pair type
felbamate,itraconazole,false,
felbamate,lamotrigine,false,
felbamate,levothyroxine,false,
felbamate,lorazepam,false,
felbamate,methadone,false,
felbamate,midazolam,false,
felbamate,mirtazapine,false,
felbamate,nortriptyline,false,
felbamate,olanzapine,false,
felbamate,contraceptives,false,
felbamate,oxcarbazepine,false,
felbamate,praziquantel,false,
felbamate,protease inhibitors,false,
felbamate,quetiapine,false,
felbamate,risperidone,false,
felbamate,topiramate,false,
felbamate,tiagabine,false,
felbamate,tramadol,false,
felbamate,triazolam,false,
felbamate,valproate,false,
felbamate,warfarin,false,
felbamate,ziprasidone,false,
felbamate,zonisamide,false,
felodipine,glucocorticoids,false,
felodipine,haloperidol,false,
felodipine,lamotrigine,false,
felodipine,levothyroxine,false,
felodipine,lorazepam,false,
felodipine,methadone,false,
felodipine,midazolam,false,
felodipine,mirtazapine,false,
felodipine,nortriptyline,false,
felodipine,olanzapine,false,
felodipine,contraceptives,false,
felodipine,oxcarbazepine,false,
felodipine,Phenytoin,false,
felodipine,praziquantel,false,
felodipine,protease inhibitors,false,
felodipine,quetiapine,false,
felodipine,risperidone,false,
felodipine,theophylline,false,
felodipine,topiramate,false,
felodipine,tiagabine,false,
felodipine,tramadol,false,
felodipine,triazolam,false,
felodipine,valproate,false,
felodipine,ziprasidone,false,
felodipine,zonisamide,false,
glucocorticoids,haloperidol,false,
glucocorticoids,itraconazole,false,
glucocorticoids,lamotrigine,false,
glucocorticoids,levothyroxine,false,
glucocorticoids,lorazepam,false,
glucocorticoids,methadone,false,
glucocorticoids,midazolam,false,
glucocorticoids,mirtazapine,false,
glucocorticoids,nortriptyline,false,
glucocorticoids,olanzapine,false,
glucocorticoids,contraceptives,false,
glucocorticoids,oxcarbazepine,false,
glucocorticoids,Phenytoin,false,
glucocorticoids,praziquantel,false,
glucocorticoids,protease inhibitors,false,
glucocorticoids,quetiapine,false,
glucocorticoids,risperidone,false,
glucocorticoids,theophylline,false,
glucocorticoids,topiramate,false,
glucocorticoids,tiagabine,false,
glucocorticoids,tramadol,false,
glucocorticoids,triazolam,false,
glucocorticoids,valproate,false,
glucocorticoids,warfarin,false,
glucocorticoids,ziprasidone,false,
glucocorticoids,zonisamide,false,
haloperidol,itraconazole,false,
haloperidol,lamotrigine,false,
haloperidol,levothyroxine,false,
haloperidol,lorazepam,false,
haloperidol,methadone,false,
haloperidol,midazolam,false,
haloperidol,mirtazapine,false,
haloperidol,nortriptyline,false,
haloperidol,contraceptives,false,
haloperidol,oxcarbazepine,false,
haloperidol,Phenytoin,false,
haloperidol,praziquantel,false,
haloperidol,protease inhibitors,false,
haloperidol,quetiapine,false,
haloperidol,theophylline,false,
haloperidol,topiramate,false,
haloperidol,tiagabine,false,
haloperidol,tramadol,false,
haloperidol,triazolam,false,
haloperidol,valproate,false,
haloperidol,warfarin,false,
haloperidol,ziprasidone,false,
haloperidol,zonisamide,false,
itraconazole,lamotrigine,false,
itraconazole,levothyroxine,false,
itraconazole,lorazepam,false,
itraconazole,methadone,false,
itraconazole,midazolam,false,
itraconazole,mirtazapine,false,
itraconazole,nortriptyline,false,
itraconazole,olanzapine,false,
itraconazole,contraceptives,false,
itraconazole,oxcarbazepine,false,
itraconazole,Phenytoin,false,
itraconazole,praziquantel,false,
itraconazole,quetiapine,false,
itraconazole,risperidone,false,
itraconazole,theophylline,false,
itraconazole,topiramate,false,
itraconazole,tiagabine,false,
itraconazole,tramadol,false,
itraconazole,triazolam,false,
itraconazole,warfarin,false,
itraconazole,ziprasidone,false,
itraconazole,zonisamide,false,
lamotrigine,levothyroxine,false,
lamotrigine,lorazepam,false,
lamotrigine,methadone,false,
lamotrigine,midazolam,false,
lamotrigine,mirtazapine,false,
lamotrigine,nortriptyline,false,
lamotrigine,olanzapine,false,
lamotrigine,contraceptives,false,
lamotrigine,oxcarbazepine,false,
lamotrigine,Phenytoin,false,
lamotrigine,praziquantel,false,
lamotrigine,protease inhibitors,false,
lamotrigine,quetiapine,false,
lamotrigine,risperidone,false,
lamotrigine,theophylline,false,
lamotrigine,topiramate,false,
lamotrigine,tiagabine,false,
lamotrigine,tramadol,false,
lamotrigine,triazolam,false,
lamotrigine,valproate,false,
lamotrigine,warfarin,false,
lamotrigine,ziprasidone,false,
lamotrigine,zonisamide,false,
levothyroxine,lorazepam,false,
levothyroxine,methadone,false,
levothyroxine,midazolam,false,
levothyroxine,mirtazapine,false,
levothyroxine,nortriptyline,false,
levothyroxine,olanzapine,false,
levothyroxine,contraceptives,false,
levothyroxine,oxcarbazepine,false,
levothyroxine,Phenytoin,false,
levothyroxine,praziquantel,false,
levothyroxine,protease inhibitors,false,
levothyroxine,quetiapine,false,
levothyroxine,risperidone,false,
levothyroxine,theophylline,false,
levothyroxine,topiramate,false,
levothyroxine,tiagabine,false,
levothyroxine,tramadol,false,
levothyroxine,triazolam,false,
levothyroxine,valproate,false,
levothyroxine,warfarin,false,
levothyroxine,ziprasidone,false,
levothyroxine,zonisamide,false,
lorazepam,methadone,false,
lorazepam,midazolam,false,
lorazepam,mirtazapine,false,
lorazepam,nortriptyline,false,
lorazepam,olanzapine,false,
lorazepam,contraceptives,false,
lorazepam,oxcarbazepine,false,
lorazepam,Phenytoin,false,
lorazepam,praziquantel,false,
lorazepam,protease inhibitors,false,
lorazepam,quetiapine,false,
lorazepam,risperidone,false,
lorazepam,theophylline,false,
lorazepam,topiramate,false,
lorazepam,tiagabine,false,
lorazepam,tramadol,false,
lorazepam,triazolam,false,
lorazepam,valproate,false,
lorazepam,warfarin,false,
lorazepam,ziprasidone,false,
lorazepam,zonisamide,false,
methadone,midazolam,false,
methadone,mirtazapine,false,
methadone,nortriptyline,false,
methadone,olanzapine,false,
methadone,contraceptives,false,
methadone,oxcarbazepine,false,
methadone,Phenytoin,false,
methadone,praziquantel,false,
methadone,protease inhibitors,false,
methadone,quetiapine,false,
methadone,risperidone,false,
methadone,theophylline,false,
methadone,topiramate,false,
methadone,tiagabine,false,
methadone,tramadol,false,
methadone,triazolam,false,
methadone,valproate,false,
methadone,warfarin,false,
methadone,ziprasidone,false,
methadone,zonisamide,false,
midazolam,mirtazapine,false,
midazolam,nortriptyline,false,
midazolam,olanzapine,false,
midazolam,contraceptives,false,
midazolam,oxcarbazepine,false,
midazolam,Phenytoin,false,
midazolam,praziquantel,false,
midazolam,protease inhibitors,false,
midazolam,quetiapine,false,
midazolam,risperidone,false,
midazolam,theophylline,false,
midazolam,topiramate,false,
midazolam,tiagabine,false,
midazolam,tramadol,false,
midazolam,triazolam,false,
midazolam,valproate,false,
midazolam,warfarin,false,
midazolam,ziprasidone,false,
midazolam,zonisamide,false,
mirtazapine,nortriptyline,false,
mirtazapine,olanzapine,false,
mirtazapine,contraceptives,false,
mirtazapine,oxcarbazepine,false,
mirtazapine,Phenytoin,false,
mirtazapine,praziquantel,false,
mirtazapine,protease inhibitors,false,
mirtazapine,quetiapine,false,
mirtazapine,risperidone,false,
mirtazapine,theophylline,false,
mirtazapine,topiramate,false,
mirtazapine,tiagabine,false,
mirtazapine,tramadol,false,
mirtazapine,triazolam,false,
mirtazapine,valproate,false,
mirtazapine,warfarin,false,
mirtazapine,ziprasidone,false,
mirtazapine,zonisamide,false,
nortriptyline,olanzapine,false,
nortriptyline,contraceptives,false,
nortriptyline,oxcarbazepine,false,
nortriptyline,Phenytoin,false,
nortriptyline,praziquantel,false,
nortriptyline,protease inhibitors,false,
nortriptyline,quetiapine,false,
nortriptyline,risperidone,false,
nortriptyline,theophylline,false,
nortriptyline,topiramate,false,
nortriptyline,tiagabine,false,
nortriptyline,tramadol,false,
nortriptyline,triazolam,false,
nortriptyline,valproate,false,
nortriptyline,warfarin,false,
nortriptyline,ziprasidone,false,
nortriptyline,zonisamide,false,
olanzapine,contraceptives,false,
olanzapine,oxcarbazepine,false,
olanzapine,Phenytoin,false,
olanzapine,praziquantel,false,
olanzapine,protease inhibitors,false,
olanzapine,quetiapine,false,
olanzapine,theophylline,false,
olanzapine,topiramate,false,
olanzapine,tiagabine,false,
olanzapine,tramadol,false,
olanzapine,triazolam,false,
olanzapine,valproate,false,
olanzapine,warfarin,false,
olanzapine,ziprasidone,false,
olanzapine,zonisamide,false,
contraceptives,oxcarbazepine,false,
contraceptives,Phenytoin,false,
contraceptives,praziquantel,false,
contraceptives,protease inhibitors,false,
contraceptives,quetiapine,false,
contraceptives,risperidone,false,
contraceptives,theophylline,false,
contraceptives,topiramate,false,
contraceptives,tiagabine,false,
contraceptives,tramadol,false,
contraceptives,triazolam,false,
contraceptives,valproate,false,
contraceptives,warfarin,false,
contraceptives,ziprasidone,false,
contraceptives,zonisamide,false,
oxcarbazepine,Phenytoin,false,
oxcarbazepine,praziquantel,false,
oxcarbazepine,protease inhibitors,false,
oxcarbazepine,quetiapine,false,
oxcarbazepine,risperidone,false,
oxcarbazepine,theophylline,false,
oxcarbazepine,topiramate,false,
oxcarbazepine,tiagabine,false,
oxcarbazepine,tramadol,false,
oxcarbazepine,triazolam,false,
oxcarbazepine,valproate,false,
oxcarbazepine,warfarin,false,
oxcarbazepine,ziprasidone,false,
oxcarbazepine,zonisamide,false,
Phenytoin,praziquantel,false,
Phenytoin,protease inhibitors,false,
Phenytoin,quetiapine,false,
Phenytoin,risperidone,false,
Phenytoin,topiramate,false,
Phenytoin,tramadol,false,
Phenytoin,triazolam,false,
Phenytoin,valproate,false,
Phenytoin,warfarin,false,
Phenytoin,ziprasidone,false,
Phenytoin,zonisamide,false,
praziquantel,protease inhibitors,false,
praziquantel,quetiapine,false,
praziquantel,risperidone,false,
praziquantel,theophylline,false,
praziquantel,topiramate,false,
praziquantel,tiagabine,false,
praziquantel,tramadol,false,
praziquantel,triazolam,false,
praziquantel,valproate,false,
praziquantel,warfarin,false,
praziquantel,ziprasidone,false,
praziquantel,zonisamide,false,
protease inhibitors,quetiapine,false,
protease inhibitors,risperidone,false,
protease inhibitors,topiramate,false,
protease inhibitors,tiagabine,false,
protease inhibitors,tramadol,false,
protease inhibitors,triazolam,false,
protease inhibitors,warfarin,false,
protease inhibitors,ziprasidone,false,
protease inhibitors,zonisamide,false,
quetiapine,risperidone,false,
quetiapine,theophylline,false,
quetiapine,topiramate,false,
quetiapine,tiagabine,false,
quetiapine,tramadol,false,
quetiapine,triazolam,false,
quetiapine,valproate,false,
quetiapine,warfarin,false,
quetiapine,ziprasidone,false,
quetiapine,zonisamide,false,
risperidone,theophylline,false,
risperidone,topiramate,false,
risperidone,tiagabine,false,
risperidone,tramadol,false,
risperidone,triazolam,false,
risperidone,valproate,false,
risperidone,warfarin,false,
risperidone,ziprasidone,false,
risperidone,zonisamide,false,
theophylline,topiramate,false,
theophylline,tiagabine,false,
theophylline,tramadol,false,
theophylline,triazolam,false,
theophylline,valproate,false,
theophylline,warfarin,false,
theophylline,ziprasidone,false,
theophylline,zonisamide,false,
topiramate,tiagabine,false,
topiramate,tramadol,false,
topiramate,triazolam,false,
topiramate,valproate,false,
topiramate,warfarin,false,
topiramate,ziprasidone,false,
topiramate,zonisamide,false,
tiagabine,tramadol,false,
tiagabine,triazolam,false,
tiagabine,warfarin,false,
tiagabine,ziprasidone,false,
tiagabine,zonisamide,false,
tramadol,triazolam,false,
tramadol,valproate,false,
tramadol,warfarin,false,
tramadol,ziprasidone,false,
tramadol,zonisamide,false,
triazolam,valproate,false,
triazolam,warfarin,false,
triazolam,ziprasidone,false,
triazolam,zonisamide,false,
valproate,warfarin,false,
valproate,ziprasidone,false,
valproate,zonisamide,false,
warfarin,ziprasidone,false,
warfarin,zonisamide,false,
ziprasidone,zonisamide,false,
Carbamazepine,EQUETROTM,false,
Carbamazepine,Clomipramine HCl,false,
Carbamazepine,Phenytoin,false,
Carbamazepine,primidone,false,
EQUETROTM,Clomipramine HCl,true,mechanism
Clomipramine HCl,Phenytoin,false,
Clomipramine HCl,primidone,false,
Clomipramine HCl,EQUETROTM,false,
Carbamazepine,lithium,false,
carbamazepine,lithium,true,effect
carbamazepine,EQUETROTM,false,
carbamazepine,anticonvulsants,false,
EQUETROTM,anticonvulsants,false,
anti-malarial drugs,chloroquine,false,
anti-malarial drugs,mefloquine,false,
anti-malarial drugs,carbamazepine,true,effect
chloroquine,mefloquine,false,
chloroquine,carbamazepine,true,effect
mefloquine,carbamazepine,true,effect
EQUETROTM,centrally acting drugs,true,advise
EQUETROTM,alcohol,true,advise
centrally acting drugs,alcohol,false,
serotonin reuptake inhibitor drug,monoamine oxidase inhibitors,true,effect
serotonin reuptake inhibitor drug,MAOI,true,effect
monoamine oxidase inhibitors,MAOI,false,
Fluvoxamine,MAOIs,true,advise
Fluvoxamine,MAOI,true,advise
MAOIs,MAOI,false,
Terfenadine,Astemizole,false,
Terfenadine,Cisapride,false,
Astemizole,Cisapride,false,
Terfenadine,astemizole,false,
Terfenadine,cisapride,false,
Terfenadine,ketoconazole,true,mechanism
astemizole,cisapride,false,
astemizole,ketoconazole,true,mechanism
cisapride,ketoconazole,true,mechanism
terfenadine,astemizole,false,
terfenadine,cisapride,false,
fluvoxamine,alprazolam,false,
fluvoxamine,alprazolam,true,int
fluvoxamine,terbinafine,true,advise
fluvoxamine,astemizole,true,advise
fluvoxamine,cisapride,true,advise
terbinafine,astemizole,false,
terbinafine,cisapride,false,
Benzodiazepines,Benzodiazepines,false,
Benzodiazepines,alprazolam,false,
Benzodiazepines,midazolam,false,
Benzodiazepines,triazolam,false,
Benzodiazepines,fluvoxamine,false,
Benzodiazepines,fluvoxamine,true,mechanism
alprazolam,fluvoxamine,true,mechanism
midazolam,fluvoxamine,true,mechanism
triazolam,fluvoxamine,true,mechanism
benzodiazepines,lorazepam,false,
benzodiazepines,oxazepam,false,
benzodiazepines,temazepam,false,
benzodiazepines,fluvoxamine,false,
lorazepam,oxazepam,false,
lorazepam,temazepam,false,
lorazepam,fluvoxamine,false,
oxazepam,temazepam,false,
oxazepam,fluvoxamine,false,
temazepam,fluvoxamine,false,
Alprazolam,fluvoxamine maleate,false,
Alprazolam,alprazolam,false,
fluvoxamine maleate,alprazolam,true,mechanism
fluvoxamine maleate,alprazolam,false,
alprazolam,alprazolam,false,
fluvoxamine,Fluvoxamine,false,
alprazolam,Fluvoxamine,true,advise
Fluvoxamine,alprazolam,false,
Diazepam,Fluvoxamine,false,
Diazepam,diazepam,false,
Fluvoxamine,diazepam,true,advise
fluvoxamine,diazepam,true,mechanism
fluvoxamine,N-desmethyldiazepam,true,mechanism
diazepam,N-desmethyldiazepam,false,
fluvoxamine,diazepam,true,advise
fluvoxamine,diazepam,false,
diazepam,fluvoxamine,false,
diazepam,diazepam,false,
alprazolam,fluvoxamine,true,effect
diazepam,fluvoxamine,true,advise
Theophylline,fluvoxamine,false,
Theophylline,Theophylline,false,
fluvoxamine,Theophylline,false,
fluvoxamine,aminophylline,false,
theophylline,fluvoxamine maleate,true,advise
fluvoxamine maleate,theophylline,false,
Warfarin,fluvoxamine maleate,false,
fluvoxamine maleate,warfarin,true,mechanism
fluvoxamine maleate,warfarin,false,
anticoagulants,Fluvoxamine,true,advise
anticoagulants,anticoagulant,false,
Fluvoxamine,anticoagulant,false,
nitazoxanide,warfarin,true,mechanism
ACE inhibitors,MAO inhibitors,false,
disopyramide,MAO inhibitors,false,
fibrates,MAO inhibitors,false,
fluoxetine,MAO inhibitors,false,
MAO inhibitors,propoxyphene,false,
MAO inhibitors,salicylates,false,
MAO inhibitors,somatostatin analog,false,
MAO inhibitors,octreotide,false,
MAO inhibitors,sulfonamide antibiotics,false,
insulin,corticosteroids,false,
insulin,danazol,false,
insulin,diuretics,false,
insulin,sympathomimetic agents,false,
insulin,epinephrine,false,
insulin,albuterol,false,
insulin,terbutaline,false,
insulin,isoniazid,false,
insulin,phenothiazine derivatives,false,
insulin,somatropin,false,
insulin,thyroid hormones,false,
insulin,estrogens,false,
insulin,progestogens,false,
insulin,contraceptives,false,
corticosteroids,albuterol,false,
danazol,albuterol,false,
diuretics,albuterol,false,
sympathomimetic agents,albuterol,false,
epinephrine,albuterol,false,
albuterol,terbutaline,false,
albuterol,isoniazid,false,
albuterol,phenothiazine derivatives,false,
albuterol,somatropin,false,
albuterol,thyroid hormones,false,
albuterol,estrogens,false,
albuterol,progestogens,false,
albuterol,contraceptives,false,
fosphenytoin,phenytoin,false,
fosphenytoin,diazepam,false,
fosphenytoin,Cerebyx,false,
phenytoin,Cerebyx,false,
diazepam,Cerebyx,false,
Cerebyx,phenytoin,false,
phenytoin,alcohol,true,mechanism
phenytoin,amiodarone,true,mechanism
phenytoin,chlordiazepoxide,true,mechanism
phenytoin,cimetidine,true,mechanism
phenytoin,diazepam,true,mechanism
phenytoin,dicumarol,true,mechanism
phenytoin,disulfiram,true,mechanism
phenytoin,estrogens,true,mechanism
phenytoin,ethosuximide,true,mechanism
phenytoin,fluoxetine,true,mechanism
phenytoin,H2-antagonists,true,mechanism
phenytoin,halothane,true,mechanism
phenytoin,isoniazid,true,mechanism
